Smileys & Emotion
face-smiling			
1239	U+1F4D9	📙	orange book
1240	U+1F4DA	📚	books
1241	U+1F4D3	📓	notebook
1242	U+1F4D2	📒	ledger
1243	U+1F4C3	📃	page with curl
1244	U+1F4DC	📜	scroll
1245	U+1F4C4	📄	page facing up
1246	U+1F4F0	📰	newspaper
1247	U+1F5DE	🗞	rolled-up newspaper
1248	U+1F4D1	📑	bookmark tabs
1249	U+1F516	🔖	bookmark
1250	U+1F3F7	🏷	label
money			
1251	U+1F4B0	💰	money bag
1252	U+1FA99	🪙	coin
1253	U+1F4B4	💴	yen banknote
1254	U+1F4B5	💵	dollar banknote
1255	U+1F4B6	💶	euro banknote
1256	U+1F4B7	💷	pound banknote
1257	U+1F4B8	💸	money with wings
1258	U+1F4B3	💳	credit card
1259	U+1F9FE	🧾	receipt
1260	U+1F4B9	💹	chart increasing with yen
mail			
1261	U+2709	✉	envelope
1262	U+1F4E7	📧	e-mail
1263	U+1F4E8	📨	incoming envelope
1264	U+1F4E9	📩	envelope with arrow
1265	U+1F4E4	📤	outbox tray
1266	U+1F4E5	📥	inbox tray
1267	U+1F4E6	📦	package
1268	U+1F4EB	📫	closed mailbox with raised flag
1269	U+1F4EA	📪	closed mailbox with lowered flag
1270	U+1F4EC	📬	open mailbox with raised flag
1271	U+1F4ED	📭	open mailbox with lowered flag
1272	U+1F4EE	📮	postbox
1273	U+1F5F3	🗳	ballot box with ballot
writing			
1274	U+270F	✏	pencil
1275	U+2712	✒	black nib
1276	U+1F58B	🖋	fountain pen
1277	U+1F58A	🖊	pen
1278	U+1F58C	🖌	paintbrush
1279	U+1F58D	🖍	crayon
1280	U+1F4DD	📝	memo
office			
1281	U+1F4BC	💼	briefcase
1282	U+1F4C1	📁	file folder
1283	U+1F4C2	📂	open file folder
1284	U+1F5C2	🗂	card index dividers
1285	U+1F4C5	📅	calendar
1286	U+1F4C6	📆	tear-off calendar
1287	U+1F5D2	🗒	spiral notepad
1288	U+1F5D3	🗓	spiral calendar
1289	U+1F4C7	📇	card index
1290	U+1F4C8	📈	chart increasing
1291	U+1F4C9	📉	chart decreasing
1292	U+1F4CA	📊	bar chart
1293	U+1F4CB	📋	clipboard
1294	U+1F4CC	📌	pushpin
1295	U+1F4CD	📍	round pushpin
1296	U+1F4CE	📎	paperclip
1297	U+1F587	🖇	linked paperclips
1298	U+1F4CF	📏	straight ruler
1299	U+1F4D0	📐	triangular ruler
1300	U+2702	✂	scissors
1301	U+1F5C3	🗃	card file box
1302	U+1F5C4	🗄	file cabinet
1303	U+1F5D1	🗑	wastebasket
lock			
1304	U+1F512	🔒	locked
1305	U+1F513	🔓	unlocked
1306	U+1F50F	🔏	locked with pen
1307	U+1F510	🔐	locked with key
1308	U+1F511	🔑	key
1309	U+1F5DD	🗝	old key
tool			
1310	U+1F528	🔨	hammer
1311	U+1FA93	🪓	axe
1312	U+26CF	⛏	pick
1313	U+2692	⚒	hammer and pick
1314	U+1F6E0	🛠	hammer and wrench
1315	U+1F5E1	🗡	dagger
1316	U+2694	⚔	crossed swords
1317	U+1F4A3	💣	bomb
1318	U+1FA83	🪃	boomerang
1319	U+1F3F9	🏹	bow and arrow
1320	U+1F6E1	🛡	shield
1321	U+1FA9A	🪚	carpentry saw
1322	U+1F527	🔧	wrench
1323	U+1FA9B	🪛	screwdriver
1324	U+1F529	🔩	nut and bolt
1325	U+2699	⚙	gear
1326	U+1F5DC	🗜	clamp
1327	U+2696	⚖	balance scale
1328	U+1F9AF	🦯	white cane
1329	U+1F517	🔗	link
1330	U+26D3	⛓	chains
1331	U+1FA9D	🪝	hook
1332	U+1F9F0	🧰	toolbox
1333	U+1F9F2	🧲	magnet
1334	U+1FA9C	🪜	ladder
science			
1335	U+2697	⚗	alembic
1336	U+1F9EA	🧪	test tube
1337	U+1F9EB	🧫	petri dish
1338	U+1F9EC	🧬	dna
1339	U+1F52C	🔬	microscope
1340	U+1F52D	🔭	telescope
1341	U+1F4E1	📡	satellite antenna
medical			
1342	U+1F489	💉	syringe
1343	U+1FA78	🩸	drop of blood
1344	U+1F48A	💊	pill
1345	U+1FA79	🩹	adhesive bandage
1346	U+1FA7C	🩼	crutch
1347	U+1FA7A	🩺	stethoscope
1348	U+1FA7B	🩻	x-ray
household			
1349	U+1F6AA	🚪	door
1350	U+1F6D7	🛗	elevator
1351	U+1FA9E	🪞	mirror
1352	U+1FA9F	🪟	window
1353	U+1F6CF	🛏	bed
1354	U+1F6CB	🛋	couch and lamp
1355	U+1FA91	🪑	chair
1356	U+1F6BD	🚽	toilet
1357	U+1FAA0	🪠	plunger
1358	U+1F6BF	🚿	shower
1359	U+1F6C1	🛁	bathtub
1360	U+1FAA4	🪤	mouse trap
1361	U+1FA92	🪒	razor
1362	U+1F9F4	🧴	lotion bottle
1363	U+1F9F7	🧷	safety pin
1364	U+1F9F9	🧹	broom
1365	U+1F9FA	🧺	basket
1366	U+1F9FB	🧻	roll of paper
1367	U+1FAA3	🪣	bucket
1368	U+1F9FC	🧼	soap
1369	U+1FAE7	🫧	bubbles
1370	U+1FAA5	🪥	toothbrush
1371	U+1F9FD	🧽	sponge
1372	U+1F9EF	🧯	fire extinguisher
1373	U+1F6D2	🛒	shopping cart
other-object			
1374	U+1F6AC	🚬	cigarette
1375	U+26B0	⚰	coffin
1376	U+1FAA6	🪦	headstone
1377	U+26B1	⚱	funeral urn
1378	U+1F9FF	🧿	nazar amulet
1379	U+1FAAC	🪬	hamsa
1380	U+1F5FF	🗿	moai
1381	U+1FAA7	🪧	placard
1382	U+1FAAA	🪪	identification card
Symbols			
transport-sign			
1383	U+1F3E7	🏧	ATM sign
1384	U+1F6AE	🚮	litter in bin sign
1385	U+1F6B0	🚰	potable water
1386	U+267F	♿	wheelchair symbol
1387	U+1F6B9	🚹	men’s room
1388	U+1F6BA	🚺	women’s room
1389	U+1F6BB	🚻	restroom
1390	U+1F6BC	🚼	baby symbol
1391	U+1F6BE	🚾	water closet
1392	U+1F6C2	🛂	passport control
1393	U+1F6C3	🛃	customs
1394	U+1F6C4	🛄	baggage claim
1395	U+1F6C5	🛅	left luggage
warning			
1396	U+26A0	⚠	warning
1397	U+1F6B8	🚸	children crossing
1398	U+26D4	⛔	no entry
1399	U+1F6AB	🚫	prohibited
1400	U+1F6B3	🚳	no bicycles
1401	U+1F6AD	🚭	no smoking
1402	U+1F6AF	🚯	no littering
1403	U+1F6B1	🚱	non-potable water
1404	U+1F6B7	🚷	no pedestrians
1405	U+1F4F5	📵	no mobile phones
1406	U+1F51E	🔞	no one under eighteen
1407	U+2622	☢	radioactive
1408	U+2623	☣	biohazard
arrow			
1409	U+2B06	⬆	up arrow
1410	U+2197	↗	up-right arrow
1411	U+27A1	➡	right arrow
1412	U+2198	↘	down-right arrow
1413	U+2B07	⬇	down arrow
1414	U+2199	↙	down-left arrow
1415	U+2B05	⬅	left arrow
1416	U+2196	↖	up-left arrow
1417	U+2195	↕	up-down arrow
1418	U+2194	↔	left-right arrow
1419	U+21A9	↩	right arrow curving left
1420	U+21AA	↪	left arrow curving right
1421	U+2934	⤴	right arrow curving up
1422	U+2935	⤵	right arrow curving down
1423	U+1F503	🔃	clockwise vertical arrows
1424	U+1F504	🔄	counterclockwise arrows button
1425	U+1F519	🔙	BACK arrow
1426	U+1F51A	🔚	END arrow
1427	U+1F51B	🔛	ON! arrow
1428	U+1F51C	🔜	SOON arrow
1429	U+1F51D	🔝	TOP arrow
religion			
1430	U+1F6D0	🛐	place of worship
1431	U+269B	⚛	atom symbol
1432	U+1F549	🕉	om
1433	U+2721	✡	star of David
1434	U+2638	☸	wheel of dharma
1435	U+262F	☯	yin yang
1436	U+271D	✝	latin cross
1437	U+2626	☦	orthodox cross
1438	U+262A	☪	star and crescent
1439	U+262E	☮	peace symbol
1440	U+1F54E	🕎	menorah
1441	U+1F52F	🔯	dotted six-pointed star
1442	U+1FAAF	🪯	khanda
zodiac			
1443	U+2648	♈	Aries
1444	U+2649	♉	Taurus
1445	U+264A	♊	Gemini
1446	U+264B	♋	Cancer
1447	U+264C	♌	Leo
1448	U+264D	♍	Virgo
1449	U+264E	♎	Libra
1450	U+264F	♏	Scorpio
1451	U+2650	♐	Sagittarius
1452	U+2651	♑	Capricorn
1453	U+2652	♒	Aquarius
1454	U+2653	♓	Pisces
1455	U+26CE	⛎	Ophiuchus
av-symbol			
1456	U+1F500	🔀	shuffle tracks button
1457	U+1F501	🔁	repeat button
1458	U+1F502	🔂	repeat single button
1459	U+25B6	▶	play button
1460	U+23E9	⏩	fast-forward button
1461	U+23ED	⏭	next track button
1462	U+23EF	⏯	play or pause button
1463	U+25C0	◀	reverse button
1464	U+23EA	⏪	fast reverse button
1465	U+23EE	⏮	last track button
1466	U+1F53C	🔼	upwards button
1467	U+23EB	⏫	fast up button
1468	U+1F53D	🔽	downwards button
1469	U+23EC	⏬	fast down button
1470	U+23F8	⏸	pause button
1471	U+23F9	⏹	stop button
1472	U+23FA	⏺	record button
1473	U+23CF	⏏	eject button
1474	U+1F3A6	🎦	cinema
1475	U+1F505	🔅	dim button
1476	U+1F506	🔆	bright button
1477	U+1F4F6	📶	antenna bars
1478	U+1F6DC	🛜	wireless
1479	U+1F4F3	📳	vibration mode
1480	U+1F4F4	📴	mobile phone off
gender			
1481	U+2640	♀	female sign
1482	U+2642	♂	male sign
1483	U+26A7	⚧	transgender symbol
math			
1484	U+2716	✖	multiply
1485	U+2795	➕	plus
1486	U+2796	➖	minus
1487	U+2797	➗	divide
1488	U+1F7F0	🟰	heavy equals sign
1489	U+267E	♾	infinity
punctuation			
1490	U+203C	‼	double exclamation mark
1491	U+2049	⁉	exclamation question mark
1492	U+2753	❓	red question mark
1493	U+2754	❔	white question mark
1494	U+2755	❕	white exclamation mark
1495	U+2757	❗	red exclamation mark
1496	U+3030	〰	wavy dash
currency			
1497	U+1F4B1	💱	currency exchange
1498	U+1F4B2	💲	heavy dollar sign
other-symbol			
1499	U+2695	⚕	medical symbol
1500	U+267B	♻	recycling symbol
1501	U+269C	⚜	fleur-de-lis
1502	U+1F531	🔱	trident emblem
1503	U+1F4DB	📛	name badge
1504	U+1F530	🔰	Japanese symbol for beginner
1505	U+2B55	⭕	hollow red circle
1506	U+2705	✅	check mark button
1507	U+2611	☑	check box with check
1508	U+2714	✔	check mark
1509	U+274C	❌	cross mark
1510	U+274E	❎	cross mark button
1511	U+27B0	➰	curly loop
1512	U+27BF	➿	double curly loop
1513	U+303D	〽	part alternation mark
1514	U+2733	✳	eight-spoked asterisk
1515	U+2734	✴	eight-pointed star
1516	U+2747	❇	sparkle
1517	U+00A9	©	copyright
1518	U+00AE	®	registered
1519	U+2122	™	trade mark
keycap			
1520	U+0023 U+FE0F U+20E3	#️⃣	keycap: #
1521	U+002A U+FE0F U+20E3	*️⃣	keycap: *
1522	U+0030 U+FE0F U+20E3	0️⃣	keycap: 0
1523	U+0031 U+FE0F U+20E3	1️⃣	keycap: 1
1524	U+0032 U+FE0F U+20E3	2️⃣	keycap: 2
1525	U+0033 U+FE0F U+20E3	3️⃣	keycap: 3
1526	U+0034 U+FE0F U+20E3	4️⃣	keycap: 4
1527	U+0035 U+FE0F U+20E3	5️⃣	keycap: 5
1528	U+0036 U+FE0F U+20E3	6️⃣	keycap: 6
1529	U+0037 U+FE0F U+20E3	7️⃣	keycap: 7
1530	U+0038 U+FE0F U+20E3	8️⃣	keycap: 8
1531	U+0039 U+FE0F U+20E3	9️⃣	keycap: 9
1532	U+1F51F	🔟	keycap: 10
alphanum			
1533	U+1F520	🔠	input latin uppercase
1534	U+1F521	🔡	input latin lowercase
1535	U+1F522	🔢	input numbers
1536	U+1F523	🔣	input symbols
1537	U+1F524	🔤	input latin letters
1538	U+1F170	🅰	A button (blood type)
1539	U+1F18E	🆎	AB button (blood type)
1540	U+1F171	🅱	B button (blood type)
1541	U+1F191	🆑	CL button
1542	U+1F192	🆒	COOL button
1543	U+1F193	🆓	FREE button
1544	U+2139	ℹ	information
1545	U+1F194	🆔	ID button
1546	U+24C2	Ⓜ	circled M
1547	U+1F195	🆕	NEW button
1548	U+1F196	🆖	NG button
1549	U+1F17E	🅾	O button (blood type)
1550	U+1F197	🆗	OK button
1551	U+1F17F	🅿	P button
1552	U+1F198	🆘	SOS button
1553	U+1F199	🆙	UP! button
1554	U+1F19A	🆚	VS button
1555	U+1F201	🈁	Japanese “here” button
1556	U+1F202	🈂	Japanese “service charge” button
1557	U+1F237	🈷	Japanese “monthly amount” button
1558	U+1F236	🈶	Japanese “not free of charge” button
1559	U+1F22F	🈯	Japanese “reserved” button
1560	U+1F250	🉐	Japanese “bargain” button
1561	U+1F239	🈹	Japanese “discount” button
1562	U+1F21A	🈚	Japanese “free of charge” button
1563	U+1F232	🈲	Japanese “prohibited” button
1564	U+1F251	🉑	Japanese “acceptable” button
1565	U+1F238	🈸	Japanese “application” button
1566	U+1F234	🈴	Japanese “passing grade” button
1567	U+1F233	🈳	Japanese “vacancy” button
1568	U+3297	㊗	Japanese “congratulations” button
1569	U+3299	㊙	Japanese “secret” button
1570	U+1F23A	🈺	Japanese “open for business” button
1571	U+1F235	🈵	Japanese “no vacancy” button
geometric			
1572	U+1F534	🔴	red circle
1573	U+1F7E0	🟠	orange circle
1574	U+1F7E1	🟡	yellow circle
1575	U+1F7E2	🟢	green circle
1576	U+1F535	🔵	blue circle
1577	U+1F7E3	🟣	purple circle
1578	U+1F7E4	🟤	brown circle
1579	U+26AB	⚫	black circle
1580	U+26AA	⚪	white circle
1581	U+1F7E5	🟥	red square
1582	U+1F7E7	🟧	orange square
1583	U+1F7E8	🟨	yellow square
1584	U+1F7E9	🟩	green square
1585	U+1F7E6	🟦	blue square
1586	U+1F7EA	🟪	purple square
1587	U+1F7EB	🟫	brown square
1588	U+2B1B	⬛	black large square
1589	U+2B1C	⬜	white large square
1590	U+25FC	◼	black medium square
1591	U+25FB	◻	white medium square
1592	U+25FE	◾	black medium-small square
1593	U+25FD	◽	white medium-small square
1594	U+25AA	▪	black small square
1595	U+25AB	▫	white small square
1596	U+1F536	🔶	large orange diamond
1597	U+1F537	🔷	large blue diamond
1598	U+1F538	🔸	small orange diamond
1599	U+1F539	🔹	small blue diamond
1600	U+1F53A	🔺	red triangle pointed up
1601	U+1F53B	🔻	red triangle pointed down
1602	U+1F4A0	💠	diamond with a dot
1603	U+1F518	🔘	radio button
1604	U+1F533	🔳	white square button
1605	U+1F532	🔲	black square button
Flags			
flag			
1606	U+1F3C1	🏁	chequered flag
1607	U+1F6A9	🚩	triangular flag
1608	U+1F38C	🎌	crossed flags
1609	U+1F3F4	🏴	black flag
1610	U+1F3F3	🏳	white flag
1611	U+1F3F3 U+FE0F U+200D U+1F308	🏳️‍🌈	rainbow flag
1612	U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F	🏳️‍⚧️	transgender flag
1613	U+1F3F4 U+200D U+2620 U+FE0F	🏴‍☠️	pirate flag
country-flag			
1614	U+1F1E6 U+1F1E8	🇦🇨	flag: Ascension Island
1615	U+1F1E6 U+1F1E9	🇦🇩	flag: Andorra
1616	U+1F1E6 U+1F1EA	🇦🇪	flag: United Arab Emirates
1617	U+1F1E6 U+1F1EB	🇦🇫	flag: Afghanistan
1618	U+1F1E6 U+1F1EC	🇦🇬	flag: Antigua & Barbuda
1619	U+1F1E6 U+1F1EE	🇦🇮	flag: Anguilla
1620	U+1F1E6 U+1F1F1	🇦🇱	flag: Albania
1621	U+1F1E6 U+1F1F2	🇦🇲	flag: Armenia
1622	U+1F1E6 U+1F1F4	🇦🇴	flag: Angola
1623	U+1F1E6 U+1F1F6	🇦🇶	flag: Antarctica
1624	U+1F1E6 U+1F1F7	🇦🇷	flag: Argentina
1625	U+1F1E6 U+1F1F8	🇦🇸	flag: American Samoa
1626	U+1F1E6 U+1F1F9	🇦🇹	flag: Austria
1627	U+1F1E6 U+1F1FA	🇦🇺	flag: Australia
1628	U+1F1E6 U+1F1FC	🇦🇼	flag: Aruba
1629	U+1F1E6 U+1F1FD	🇦🇽	flag: Åland Islands
1630	U+1F1E6 U+1F1FF	🇦🇿	flag: Azerbaijan
1631	U+1F1E7 U+1F1E6	🇧🇦	flag: Bosnia & Herzegovina
1632	U+1F1E7 U+1F1E7	🇧🇧	flag: Barbados
1633	U+1F1E7 U+1F1E9	🇧🇩	flag: Bangladesh
1634	U+1F1E7 U+1F1EA	🇧🇪	flag: Belgium
1635	U+1F1E7 U+1F1EB	🇧🇫	flag: Burkina Faso
1636	U+1F1E7 U+1F1EC	🇧🇬	flag: Bulgaria
1637	U+1F1E7 U+1F1ED	🇧🇭	flag: Bahrain
1638	U+1F1E7 U+1F1EE	🇧🇮	flag: Burundi
1639	U+1F1E7 U+1F1EF	🇧🇯	flag: Benin
1640	U+1F1E7 U+1F1F1	🇧🇱	flag: St. Barthélemy
1641	U+1F1E7 U+1F1F2	🇧🇲	flag: Bermuda
1642	U+1F1E7 U+1F1F3	🇧🇳	flag: Brunei
1643	U+1F1E7 U+1F1F4	🇧🇴	flag: Bolivia
1644	U+1F1E7 U+1F1F6	🇧🇶	flag: Caribbean Netherlands
1645	U+1F1E7 U+1F1F7	🇧🇷	flag: Brazil
1646	U+1F1E7 U+1F1F8	🇧🇸	flag: Bahamas
1647	U+1F1E7 U+1F1F9	🇧🇹	flag: Bhutan
1648	U+1F1E7 U+1F1FB	🇧🇻	flag: Bouvet Island
1649	U+1F1E7 U+1F1FC	🇧🇼	flag: Botswana
1650	U+1F1E7 U+1F1FE	🇧🇾	flag: Belarus
1651	U+1F1E7 U+1F1FF	🇧🇿	flag: Belize
1652	U+1F1E8 U+1F1E6	🇨🇦	flag: Canada
1653	U+1F1E8 U+1F1E8	🇨🇨	flag: Cocos (Keeling) Islands
1654	U+1F1E8 U+1F1E9	🇨🇩	flag: Congo - Kinshasa
1655	U+1F1E8 U+1F1EB	🇨🇫	flag: Central African Republic
1656	U+1F1E8 U+1F1EC	🇨🇬	flag: Congo - Brazzaville
1657	U+1F1E8 U+1F1ED	🇨🇭	flag: Switzerland
1658	U+1F1E8 U+1F1EE	🇨🇮	flag: Côte d’Ivoire
1659	U+1F1E8 U+1F1F0	🇨🇰	flag: Cook Islands
1660	U+1F1E8 U+1F1F1	🇨🇱	flag: Chile
1661	U+1F1E8 U+1F1F2	🇨🇲	flag: Cameroon
1662	U+1F1E8 U+1F1F3	🇨🇳	flag: China
1663	U+1F1E8 U+1F1F4	🇨🇴	flag: Colombia
1664	U+1F1E8 U+1F1F5	🇨🇵	flag: Clipperton Island
1665	U+1F1E8 U+1F1F7	🇨🇷	flag: Costa Rica
1666	U+1F1E8 U+1F1FA	🇨🇺	flag: Cuba
1667	U+1F1E8 U+1F1FB	🇨🇻	flag: Cape Verde
1668	U+1F1E8 U+1F1FC	🇨🇼	flag: Curaçao
1669	U+1F1E8 U+1F1FD	🇨🇽	flag: Christmas Island
1670	U+1F1E8 U+1F1FE	🇨🇾	flag: Cyprus
1671	U+1F1E8 U+1F1FF	🇨🇿	flag: Czechia
1672	U+1F1E9 U+1F1EA	🇩🇪	flag: Germany
1673	U+1F1E9 U+1F1EC	🇩🇬	flag: Diego Garcia
1674	U+1F1E9 U+1F1EF	🇩🇯	flag: Djibouti
1675	U+1F1E9 U+1F1F0	🇩🇰	flag: Denmark
1676	U+1F1E9 U+1F1F2	🇩🇲	flag: Dominica
1677	U+1F1E9 U+1F1F4	🇩🇴	flag: Dominican Republic
1678	U+1F1E9 U+1F1FF	🇩🇿	flag: Algeria
1679	U+1F1EA U+1F1E6	🇪🇦	flag: Ceuta & Melilla
1680	U+1F1EA U+1F1E8	🇪🇨	flag: Ecuador
1681	U+1F1EA U+1F1EA	🇪🇪	flag: Estonia
1682	U+1F1EA U+1F1EC	🇪🇬	flag: Egypt
1683	U+1F1EA U+1F1ED	🇪🇭	flag: Western Sahara
1684	U+1F1EA U+1F1F7	🇪🇷	flag: Eritrea
1685	U+1F1EA U+1F1F8	🇪🇸	flag: Spain
1686	U+1F1EA U+1F1F9	🇪🇹	flag: Ethiopia
1687	U+1F1EA U+1F1FA	🇪🇺	flag: European Union
1688	U+1F1EB U+1F1EE	🇫🇮	flag: Finland
1689	U+1F1EB U+1F1EF	🇫🇯	flag: Fiji
1690	U+1F1EB U+1F1F0	🇫🇰	flag: Falkland Islands
1691	U+1F1EB U+1F1F2	🇫🇲	flag: Micronesia
1692	U+1F1EB U+1F1F4	🇫🇴	flag: Faroe Islands
1693	U+1F1EB U+1F1F7	🇫🇷	flag: France
1694	U+1F1EC U+1F1E6	🇬🇦	flag: Gabon
1695	U+1F1EC U+1F1E7	🇬🇧	flag: United Kingdom
1696	U+1F1EC U+1F1E9	🇬🇩	flag: Grenada
1697	U+1F1EC U+1F1EA	🇬🇪	flag: Georgia
1698	U+1F1EC U+1F1EB	🇬🇫	flag: French Guiana
1699	U+1F1EC U+1F1EC	🇬🇬	flag: Guernsey
1700	U+1F1EC U+1F1ED	🇬🇭	flag: Ghana
1701	U+1F1EC U+1F1EE	🇬🇮	flag: Gibraltar
1702	U+1F1EC U+1F1F1	🇬🇱	flag: Greenland
1703	U+1F1EC U+1F1F2	🇬🇲	flag: Gambia
1704	U+1F1EC U+1F1F3	🇬🇳	flag: Guinea
1705	U+1F1EC U+1F1F5	🇬🇵	flag: Guadeloupe
1706	U+1F1EC U+1F1F6	🇬🇶	flag: Equatorial Guinea
1707	U+1F1EC U+1F1F7	🇬🇷	flag: Greece
1708	U+1F1EC U+1F1F8	🇬🇸	flag: South Georgia & South Sandwich Islands
1709	U+1F1EC U+1F1F9	🇬🇹	flag: Guatemala
1710	U+1F1EC U+1F1FA	🇬🇺	flag: Guam
1711	U+1F1EC U+1F1FC	🇬🇼	flag: Guinea-Bissau
1712	U+1F1EC U+1F1FE	🇬🇾	flag: Guyana
1713	U+1F1ED U+1F1F0	🇭🇰	flag: Hong Kong SAR China
1714	U+1F1ED U+1F1F2	🇭🇲	flag: Heard & McDonald Islands
1715	U+1F1ED U+1F1F3	🇭🇳	flag: Honduras
1716	U+1F1ED U+1F1F7	🇭🇷	flag: Croatia
1717	U+1F1ED U+1F1F9	🇭🇹	flag: Haiti
1718	U+1F1ED U+1F1FA	🇭🇺	flag: Hungary
1719	U+1F1EE U+1F1E8	🇮🇨	flag: Canary Islands
1720	U+1F1EE U+1F1E9	🇮🇩	flag: Indonesia
1721	U+1F1EE U+1F1EA	🇮🇪	flag: Ireland
1722	U+1F1EE U+1F1F1	🇮🇱	flag: Israel
1723	U+1F1EE U+1F1F2	🇮🇲	flag: Isle of Man
1724	U+1F1EE U+1F1F3	🇮🇳	flag: India
1725	U+1F1EE U+1F1F4	🇮🇴	flag: British Indian Ocean Territory
1726	U+1F1EE U+1F1F6	🇮🇶	flag: Iraq
1727	U+1F1EE U+1F1F7	🇮🇷	flag: Iran
1728	U+1F1EE U+1F1F8	🇮🇸	flag: Iceland
1729	U+1F1EE U+1F1F9	🇮🇹	flag: Italy
1730	U+1F1EF U+1F1EA	🇯🇪	flag: Jersey
1731	U+1F1EF U+1F1F2	🇯🇲	flag: Jamaica
1732	U+1F1EF U+1F1F4	🇯🇴	flag: Jordan
1733	U+1F1EF U+1F1F5	🇯🇵	flag: Japan
1734	U+1F1F0 U+1F1EA	🇰🇪	flag: Kenya
1735	U+1F1F0 U+1F1EC	🇰🇬	flag: Kyrgyzstan
1736	U+1F1F0 U+1F1ED	🇰🇭	flag: Cambodia
1737	U+1F1F0 U+1F1EE	🇰🇮	flag: Kiribati
1738	U+1F1F0 U+1F1F2	🇰🇲	flag: Comoros
1739	U+1F1F0 U+1F1F3	🇰🇳	flag: St. Kitts & Nevis
1740	U+1F1F0 U+1F1F5	🇰🇵	flag: North Korea
1741	U+1F1F0 U+1F1F7	🇰🇷	flag: South Korea
1742	U+1F1F0 U+1F1FC	🇰🇼	flag: Kuwait
1743	U+1F1F0 U+1F1FE	🇰🇾	flag: Cayman Islands
1744	U+1F1F0 U+1F1FF	🇰🇿	flag: Kazakhstan
1745	U+1F1F1 U+1F1E6	🇱🇦	flag: Laos
1746	U+1F1F1 U+1F1E7	🇱🇧	flag: Lebanon
1747	U+1F1F1 U+1F1E8	🇱🇨	flag: St. Lucia
1748	U+1F1F1 U+1F1EE	🇱🇮	flag: Liechtenstein
1749	U+1F1F1 U+1F1F0	🇱🇰	flag: Sri Lanka
1750	U+1F1F1 U+1F1F7	🇱🇷	flag: Liberia
1751	U+1F1F1 U+1F1F8	🇱🇸	flag: Lesotho
1752	U+1F1F1 U+1F1F9	🇱🇹	flag: Lithuania
1753	U+1F1F1 U+1F1FA	🇱🇺	flag: Luxembourg
1754	U+1F1F1 U+1F1FB	🇱🇻	flag: Latvia
1755	U+1F1F1 U+1F1FE	🇱🇾	flag: Libya
1756	U+1F1F2 U+1F1E6	🇲🇦	flag: Morocco
1757	U+1F1F2 U+1F1E8	🇲🇨	flag: Monaco
1758	U+1F1F2 U+1F1E9	🇲🇩	flag: Moldova
1759	U+1F1F2 U+1F1EA	🇲🇪	flag: Montenegro
1760	U+1F1F2 U+1F1EB	🇲🇫	flag: St. Martin
1761	U+1F1F2 U+1F1EC	🇲🇬	flag: Madagascar
1762	U+1F1F2 U+1F1ED	🇲🇭	flag: Marshall Islands
1763	U+1F1F2 U+1F1F0	🇲🇰	flag: North Macedonia
1764	U+1F1F2 U+1F1F1	🇲🇱	flag: Mali
1765	U+1F1F2 U+1F1F2	🇲🇲	flag: Myanmar (Burma)
1766	U+1F1F2 U+1F1F3	🇲🇳	flag: Mongolia
1767	U+1F1F2 U+1F1F4	🇲🇴	flag: Macao SAR China
1768	U+1F1F2 U+1F1F5	🇲🇵	flag: Northern Mariana Islands
1769	U+1F1F2 U+1F1F6	🇲🇶	flag: Martinique
1770	U+1F1F2 U+1F1F7	🇲🇷	flag: Mauritania
1771	U+1F1F2 U+1F1F8	🇲🇸	flag: Montserrat
1772	U+1F1F2 U+1F1F9	🇲🇹	flag: Malta
1773	U+1F1F2 U+1F1FA	🇲🇺	flag: Mauritius
1774	U+1F1F2 U+1F1FB	🇲🇻	flag: Maldives
1775	U+1F1F2 U+1F1FC	🇲🇼	flag: Malawi
1776	U+1F1F2 U+1F1FD	🇲🇽	flag: Mexico
1777	U+1F1F2 U+1F1FE	🇲🇾	flag: Malaysia
1778	U+1F1F2 U+1F1FF	🇲🇿	flag: Mozambique
1779	U+1F1F3 U+1F1E6	🇳🇦	flag: Namibia
1780	U+1F1F3 U+1F1E8	🇳🇨	flag: New Caledonia
1781	U+1F1F3 U+1F1EA	🇳🇪	flag: Niger
1782	U+1F1F3 U+1F1EB	🇳🇫	flag: Norfolk Island
1783	U+1F1F3 U+1F1EC	🇳🇬	flag: Nigeria
1784	U+1F1F3 U+1F1EE	🇳🇮	flag: Nicaragua
1785	U+1F1F3 U+1F1F1	🇳🇱	flag: Netherlands
1786	U+1F1F3 U+1F1F4	🇳🇴	flag: Norway
1787	U+1F1F3 U+1F1F5	🇳🇵	flag: Nepal
1788	U+1F1F3 U+1F1F7	🇳🇷	flag: Nauru
1789	U+1F1F3 U+1F1FA	🇳🇺	flag: Niue
1790	U+1F1F3 U+1F1FF	🇳🇿	flag: New Zealand
1791	U+1F1F4 U+1F1F2	🇴🇲	flag: Oman
1792	U+1F1F5 U+1F1E6	🇵🇦	flag: Panama
1793	U+1F1F5 U+1F1EA	🇵🇪	flag: Peru
1794	U+1F1F5 U+1F1EB	🇵🇫	flag: French Polynesia
1795	U+1F1F5 U+1F1EC	🇵🇬	flag: Papua New Guinea
1796	U+1F1F5 U+1F1ED	🇵🇭	flag: Philippines
1797	U+1F1F5 U+1F1F0	🇵🇰	flag: Pakistan
1798	U+1F1F5 U+1F1F1	🇵🇱	flag: Poland
